mut_type,mut_class,host,segment,actual_count,evo_opp,rate
CG,synonymous,swine,PA,14,216.0093109869646,0.06481202100054312
CG,synonymous,swine,PB1,10,195.09511228533685,0.05125705038358149
CG,synonymous,swine,PB2,17,256.89108476064996,0.0661759049203253
CT,nonsense,all,HA,0,2461.393078405652,0.0
CT,nonsense,all,MP,0,1282.582226762002,0.0
CT,nonsense,all,NA,1,1097.4661610660662,0.0009111898256877563
CT,nonsense,all,NP,0,2135.3647925033465,0.0
CT,nonsense,all,NS,149,883.0946107784431,0.16872484350080827
CT,nonsense,all,PA,0,1470.7495344506517,0.0
CT,nonsense,all,PB1,4,2177.977983267283,0.0018365658563726248
CT,nonsense,all,PB2,1,3167.3526570048307,0.00031572107949155183
CT,nonsense,avian,HA,0,432.6328645014966,0.0
CT,nonsense,avian,MP,0,448.7660878447395,0.0
CT,nonsense,avian,NA,0,230.29605538466654,0.0
CT,nonsense,avian,NP,0,635.0147255689425,0.0
CT,nonsense,avian,NS,32,267.9125748502994,0.11944194862029352
CT,nonsense,avian,PA,0,383.2122905027933,0.0
CT,nonsense,avian,PB1,0,626.4262439453985,0.0
CT,nonsense,avian,PB2,0,764.7127799736495,0.0
CT,nonsense,human,HA,0,1819.7972847390586,0.0
CT,nonsense,human,MP,0,620.555669050051,0.0
CT,nonsense,human,NA,0,719.3643434539006,0.0
CT,nonsense,human,NP,0,1224.2777777777778,0.0
CT,nonsense,human,NS,87,468.51017964071855,0.18569500467784236
CT,nonsense,human,PA,0,952.219739292365,0.0
CT,nonsense,human,PB1,3,1350.6609423161603,0.002221134783727066
CT,nonsense,human,PB2,1,2126.792709705753,0.000470191568476061
CT,nonsense,swine,HA,0,144.80683156654888,0.0
CT,nonsense,swine,MP,0,146.55771195097037,0.0
CT,nonsense,swine,NA,1,110.95921900879492,0.009012320102223659
CT,nonsense,swine,NP,0,186.6987951807229,0.0
CT,nonsense,swine,NS,23,105.43952095808383,0.2181345267031644
CT,nonsense,swine,PA,0,81.78351955307262,0.0
CT,nonsense,swine,PB1,0,117.82694848084545,0.0
CT,nonsense,swine,PB2,0,175.35353535353536,0.0
CT,nonsynonymous,all,HA,9607,17740.965299837895,0.5415150662679996
CT,nonsynonymous,all,MP,1333,5717.6281920326865,0.2331386293808836
CT,nonsynonymous,all,NA,7509,11639.539659379036,0.6451286064349904
CT,nonsynonymous,all,NP,2641,13249.168005354752,0.1993332712614573
CT,nonsynonymous,all,NS,5777,4273.843113772455,1.3517108247103464
CT,nonsynonymous,all,PA,6203,15360.916201117318,0.40381705874736873
CT,nonsynonymous,all,PB1,3390,15016.529722589168,0.22575122632364705
CT,nonsynonymous,all,PB2,6026,18066.312252964428,0.3335489786528636
CT,nonsynonymous,avian,HA,1593,3297.285173022825,0.48312472728575023
CT,nonsynonymous,avian,MP,304,1967.7262512768132,0.15449303469054257
CT,nonsynonymous,avian,NA,1303,2398.1750837647987,0.543329804742393
CT,nonsynonymous,avian,NP,699,3900.9444444444443,0.1791873762764003
CT,nonsynonymous,avian,NS,2004,1501.2467065868263,1.3348905221289131
CT,nonsynonymous,avian,PA,1404,3813.1806331471134,0.3681965621547919
CT,nonsynonymous,avian,PB1,882,4268.678115367679,0.2066213418211857
CT,nonsynonymous,avian,PB2,1379,4140.961352657005,0.333014457890359
CT,nonsynonymous,human,HA,7159,12740.795201568659,0.56189585396668
CT,nonsynonymous,human,MP,827,2778.7977528089887,0.29761072001876165
CT,nonsynonymous,human,NA,5576,7734.9070952881575,0.720887779427462
CT,nonsynonymous,human,NP,1662,7766.567603748326,0.2139941457791316
CT,nonsynonymous,human,NS,2865,2046.6862275449103,1.3998237548296266
CT,nonsynonymous,human,PA,4371,10147.275139664804,0.4307560344859623
CT,nonsynonymous,human,PB1,2208,9371.776309995597,0.23560101382755233
CT,nonsynonymous,human,PB2,4190,12382.519543258673,0.3383802452612426
CT,nonsynonymous,swine,HA,553,1257.7832744405182,0.43966238956865056
CT,nonsynonymous,swine,MP,138,670.2379979570991,0.2058970103465145
CT,nonsynonymous,swine,NA,434,1145.309143395671,0.3789369905083047
CT,nonsynonymous,swine,NP,161,1044.1492637215529,0.1541925140340227
CT,nonsynonymous,swine,NS,587,491.45269461077845,1.1944181127440827
CT,nonsynonymous,swine,PA,229,867.993947858473,0.2638267243279657
CT,nonsynonymous,swine,PB1,159,827.069132540731,0.1922451143975799
CT,nonsynonymous,swine,PB2,245,990.8155467720685,0.24727104938772307
CT,synonymous,all,HA,45063,15807.316952125,2.8507684217682567
CT,synonymous,all,MP,11086,3354.0868232890707,3.305221535418959
CT,synonymous,all,NA,28549,9211.553086482045,3.0992602150766153
CT,synonymous,all,NP,28110,9683.364123159305,2.9029167593492087
CT,synonymous,all,NS,7648,2078.843113772455,3.678969302364166
CT,synonymous,all,PA,34888,12358.68947858473,2.822953037249969
CT,synonymous,all,PB1,30543,11599.041831792161,2.6332347484327348
CT,synonymous,all,PB2,36437,13113.526130873957,2.778581415582358
CT,synonymous,avian,HA,8990,2900.512552523622,3.0994521958466112
CT,synonymous,avian,MP,4119,1228.8692543411644,3.3518618725702645
CT,synonymous,avian,NA,5592,1766.1754529568477,3.1661633563291445
CT,synonymous,avian,NP,8614,3050.7684069611782,2.8235509389518914
CT,synonymous,avian,NS,2576,680.9820359281437,3.782772325982203
CT,synonymous,avian,PA,9241,3233.7672253258847,2.85765775830347
CT,synonymous,avian,PB1,9354,3486.4601497137824,2.682950499453696
CT,synonymous,avian,PB2,8484,3099.614404918753,2.7371146509503923
CT,synonymous,human,HA,31744,11413.264140881804,2.781325272784532
CT,synonymous,human,MP,4808,1538.3391215526046,3.1254486950493816
CT,synonymous,human,NA,19183,6252.184434321622,3.068207632310739
CT,synonymous,human,NP,16044,5474.628514056225,2.9306098046299742
CT,synonymous,human,NS,3647,1054.8790419161676,3.457268421387247
CT,synonymous,human,PA,22488,7971.143854748603,2.821176033174129
CT,synonymous,human,PB1,18182,7028.724350506385,2.586813636914083
CT,synonymous,human,PB2,24815,8880.477821695213,2.794331622491797
CT,synonymous,swine,HA,3108,1098.8404004711426,2.8284362302909534
CT,synonymous,swine,MP,1501,402.0694586312564,3.733185815977603
CT,synonymous,swine,NA,2948,923.0958783802823,3.1936010863494833
CT,synonymous,swine,NP,2278,749.9531459170014,3.037523093812197
CT,synonymous,swine,NS,1051,239.04431137724552,4.39667438202022
CT,synonymous,swine,PA,1914,708.1759776536313,2.7027180536984226
CT,synonymous,swine,PB1,1737,643.8767062967855,2.6977214473097515
CT,synonymous,swine,PB2,1990,724.5111989459815,2.746679420407926
GA,nonsense,all,HA,1,2284.464156019746,0.00043773941357973153
GA,nonsense,all,MP,0,185.12155260469868,0.0
GA,nonsense,all,NA,0,2177.302908192079,0.0
GA,nonsense,all,NP,0,1175.587014725569,0.0
GA,nonsense,all,NS,28,603.5676646706587,0.04639082183979888
GA,nonsense,all,PA,1,1844.5190875232774,0.0005421467344871704
GA,nonsense,all,PB1,3,1245.7490092470277,0.0024081897539001856
GA,nonsense,all,PB2,2,1692.1501976284585,0.0011819281780086613
GA,nonsense,avian,HA,0,415.23748332160216,0.0
GA,nonsense,avian,MP,0,63.86312563840654,0.0
GA,nonsense,avian,NA,0,447.0014511322124,0.0
GA,nonsense,avian,NP,0,346.67269076305223,0.0
GA,nonsense,avian,NS,11,187.51017964071858,0.058663481743106954
GA,nonsense,avian,PA,0,452.17830540037244,0.0
GA,nonsense,avian,PB1,0,352.446499339498,0.0
GA,nonsense,avian,PB2,2,390.1493192797541,0.0051262424440267
GA,nonsense,human,HA,1,1650.2643668844635,0.0006059635171593152
GA,nonsense,human,MP,0,90.22778345250256,0.0
GA,nonsense,human,NA,0,1447.6656326661623,0.0
GA,nonsense,human,NP,0,687.7376171352075,0.0
GA,nonsense,human,NS,12,310.52694610778445,0.03864398935554784
GA,nonsense,human,PA,1,1227.240223463687,0.0008148363954187076
GA,nonsense,human,PB1,3,780.1734918538089,0.003845298553878768
GA,nonsense,human,PB2,0,1158.9942907334212,0.0
GA,nonsense,swine,HA,0,165.9711425206125,0.0
GA,nonsense,swine,MP,0,21.559754851889682,0.0
GA,nonsense,swine,NA,0,221.23027875099015,0.0
GA,nonsense,swine,NP,0,95.07161981258366,0.0
GA,nonsense,swine,NS,2,75.87425149700599,0.026359403362007736
GA,nonsense,swine,PA,0,104.8705772811918,0.0
GA,nonsense,swine,PB1,0,70.03258476442096,0.0
GA,nonsense,swine,PB2,0,93.76855511638121,0.0
GA,nonsynonymous,all,HA,35006,30177.060306005646,1.16002021552223
GA,nonsynonymous,all,MP,6119,9992.864147088867,0.6123369546440391
GA,nonsynonymous,all,NA,20446,21616.97563363909,0.9458307372185365
GA,nonsynonymous,all,NP,12956,25548.708835341364,0.5071097754293574
GA,nonsynonymous,all,NS,16725,6968.7688622754495,2.399993503951419
GA,nonsynonymous,all,PA,19232,25499.81797020484,0.7542014622406934
GA,nonsynonymous,all,PB1,15227,24710.602818141786,0.6162132147104397
GA,nonsynonymous,all,PB2,24937,33688.29468599034,0.7402274360408732
GA,nonsynonymous,avian,HA,4817,5671.644354703012,0.8493127739939603
GA,nonsynonymous,avian,MP,1474,3471.262512768131,0.4246293659953048
GA,nonsynonymous,avian,NA,3674,4388.747535443305,0.8371408859427342
GA,nonsynonymous,avian,NP,3406,7647.722222222223,0.44536136395005044
GA,nonsynonymous,avian,NS,4696,2323.5413173652696,2.0210529354067734
GA,nonsynonymous,avian,PA,3746,6244.144320297952,0.5999220722401964
GA,nonsynonymous,avian,PB1,3395,7007.635402906209,0.48447155207190495
GA,nonsynonymous,avian,PB2,4759,7775.041721563461,0.6120867476249409
GA,nonsynonymous,human,HA,26519,21603.93912251483,1.2275076248647117
GA,nonsynonymous,human,MP,3671,4858.82226762002,0.7555328838562668
GA,nonsynonymous,human,NA,14555,14394.909377118145,1.0111213359311821
GA,nonsynonymous,human,NP,7990,14806.288487282463,0.5396355749020313
GA,nonsynonymous,human,NS,9502,3500.6898203592814,2.7143221729438443
GA,nonsynonymous,human,PA,14031,16939.441340782123,0.8283035855627672
GA,nonsynonymous,human,PB1,10553,15437.423601937473,0.6835985247354064
GA,nonsynonymous,human,PB2,18093,23044.737373737375,0.7851250247103898
GA,nonsynonymous,swine,HA,2634,2102.6407538280328,1.25271042863817
GA,nonsynonymous,swine,MP,672,1137.5587334014301,0.5907387287077859
GA,nonsynonymous,swine,NA,1507,2182.0134725992443,0.6906465147554021
GA,nonsynonymous,swine,NP,908,2049.706157965194,0.4429903264287401
GA,nonsynonymous,swine,NS,1652,776.0526946107784,2.1287214276455084
GA,nonsynonymous,swine,PA,799,1441.108938547486,0.5544341434765669
GA,nonsynonymous,swine,PB1,716,1366.878467635403,0.5238212591340518
GA,nonsynonymous,swine,PB2,1042,1834.7817303469478,0.5679149638158666
GA,synonymous,all,HA,47108,9944.63482662761,4.737026630064314
GA,synonymous,all,MP,17438,3116.8426966292136,5.5947642204910615
GA,synonymous,all,NA,26857,5787.359740777151,4.640630823546063
GA,synonymous,all,NP,33484,6836.446452476573,4.8978661988744285
GA,synonymous,all,NS,8437,1405.3856287425149,6.003334478060021
GA,synonymous,all,PA,43176,9660.961824953445,4.46912023691886
GA,synonymous,all,PB1,41285,8805.55746367239,4.688516334181293
GA,synonymous,all,PB2,52937,12075.996486605183,4.383654803039919
GA,synonymous,avian,HA,8224,2008.2699811945881,4.095066936721367
GA,synonymous,avian,MP,6985,1186.7191011235955,5.885975875324282
GA,synonymous,avian,NA,5593,1242.525978075782,4.501314337637842
GA,synonymous,avian,NP,10661,2288.2115127175366,4.659097264718651
GA,synonymous,avian,NS,3040,486.3449101796407,6.250707957192599
GA,synonymous,avian,PA,10358,2497.153165735568,4.147923380161953
GA,synonymous,avian,PB1,10356,2634.015852047556,3.9316392086060334
GA,synonymous,avian,PB2,11619,3008.614404918753,3.8619106459784995
GA,synonymous,human,HA,34490,7009.174336448609,4.920693700062154
GA,synonymous,human,MP,7667,1441.805924412666,5.3176366320753115
GA,synonymous,human,NA,17879,3832.8371332702895,4.6646907703967875
GA,synonymous,human,NP,18715,3727.4618473895584,5.020842805703462
GA,synonymous,human,NS,3951,687.4898203592815,5.746994185216025
GA,synonymous,human,PA,28734,6248.556331471136,4.598502194063597
GA,synonymous,human,PB1,27275,5373.253632760899,5.076067847179864
GA,synonymous,human,PB2,36848,8017.686429512516,4.5958395010766715
GA,synonymous,swine,HA,3142,662.5111896348645,4.7425614075011735
GA,synonymous,swine,MP,1831,321.6547497446374,5.692438869482375
GA,synonymous,swine,NA,2494,533.9061019634364,4.671233370115701
GA,synonymous,swine,NP,2608,516.9759036144578,5.044722552378289
GA,synonymous,swine,NS,983,157.30299401197604,6.249086396443037
GA,synonymous,swine,PA,2572,577.6215083798883,4.452742778249274
GA,synonymous,swine,PB1,2244,469.46455306032584,4.779913595972064
GA,synonymous,swine,PB2,2838,667.7132191480017,4.25032771347746
GC,nonsynonymous,all,HA,872,37893.079608807144,0.023012117489583216
GC,nonsynonymous,all,MP,107,12042.014300306435,0.008885556629614462
GC,nonsynonymous,all,NA,390,26893.559717824573,0.014501613177727265
GC,nonsynonymous,all,NP,257,30354.872155287816,0.008466515644844533
GC,nonsynonymous,all,NS,196,8413.022754491018,0.02329721501054681
GC,nonsynonymous,all,PA,382,33559.292830540035,0.011382838188186365
GC,nonsynonymous,all,PB1,261,31349.03742844562,0.008325614481648255
GC,nonsynonymous,all,PB2,473,42209.093544137024,0.011206116035289775
GC,nonsynonymous,avian,HA,248,7182.327916882923,0.03452919483348098
GC,nonsynonymous,avian,MP,48,4238.4923391215525,0.011324781587300976
GC,nonsynonymous,avian,NA,93,5451.9765055493235,0.017058033890156983
GC,nonsynonymous,avian,NP,93,9167.143239625168,0.01014492711295331
GC,nonsynonymous,avian,NS,50,2749.911377245509,0.0181824041362683
GC,nonsynonymous,avian,PA,98,8184.605679702048,0.01197369840834746
GC,nonsynonymous,avian,PB1,82,8976.116248348744,0.009135354058620265
GC,nonsynonymous,avian,PB2,116,9916.69477382521,0.011697445837112805
GC,nonsynonymous,human,HA,503,27061.890070813573,0.018587023991442814
GC,nonsynonymous,human,MP,41,5828.731358529111,0.007034120716509812
GC,nonsynonymous,human,NA,248,17954.50838776943,0.013812686743845184
GC,nonsynonymous,human,NP,110,17529.103078982596,0.00627527829030169
GC,nonsynonymous,human,NS,113,4284.037125748503,0.02637698896697977
GC,nonsynonymous,human,PA,244,22324.38687150838,0.0109297514598892
GC,nonsynonymous,human,PB1,132,19505.907089387936,0.006767180802979101
GC,nonsynonymous,human,PB2,299,28676.774703557312,0.010426556092547935
GC,nonsynonymous,swine,HA,72,2653.4976442873967,0.02713399808551018
GC,nonsynonymous,swine,MP,10,1339.7875383043922,0.007463869989905859
GC,nonsynonymous,swine,NA,36,2686.0985725870332,0.013402337638461163
GC,nonsynonymous,swine,NP,35,2413.1030789825973,0.014504146260820552
GC,nonsynonymous,swine,NS,23,944.5197604790419,0.024350999272196118
GC,nonsynonymous,swine,PA,23,1914.1680633147114,0.012015663849375661
GC,nonsynonymous,swine,PB1,24,1727.186701893439,0.013895428892365749
GC,nonsynonymous,swine,PB2,36,2315.389547650417,0.015548139636603111
GC,synonymous,all,HA,258,4513.07967984586,0.057167171488718714
GC,synonymous,all,MP,96,1252.8140960163432,0.0766274903078259
GC,synonymous,all,NA,191,2688.0785647837474,0.07105447084109527
GC,synonymous,all,NP,273,3205.8701472556895,0.08515628751641588
GC,synonymous,all,NS,50,564.6994011976047,0.08854268287510286
GC,synonymous,all,PA,237,3446.006052141527,0.06877527096991484
GC,synonymous,all,PB1,173,3412.871862615588,0.05069044692097367
GC,synonymous,all,PB2,293,5247.347826086957,0.05583773169054346
GC,synonymous,avian,HA,77,912.8239023362792,0.084353619359579
GC,synonymous,avian,MP,27,483.3524004085802,0.05585986534291909
GC,synonymous,avian,NA,61,626.298459101976,0.09739765300950193
GC,synonymous,avian,NP,54,1115.463186077644,0.048410382945835044
GC,synonymous,avian,NS,23,247.48502994011974,0.09293491410597629
GC,synonymous,avian,PA,83,1008.8701117318436,0.08227025365784778
GC,synonymous,avian,PB1,65,1017.9815059445178,0.0638518476224092
GC,synonymous,avian,PB2,79,1257.110671936759,0.06284251797678973
GC,synonymous,human,HA,159,3201.4877550343285,0.04966440985131773
GC,synonymous,human,MP,55,562.1246169560776,0.0978430731210932
GC,synonymous,human,NA,100,1720.9037552851669,0.058109002140813645
GC,synonymous,human,NP,179,1692.3848728246319,0.10576790355094856
GC,synonymous,human,NS,19,214.66946107784432,0.08850816462016524
GC,synonymous,human,PA,124,2090.8510242085663,0.0593059948146888
GC,synonymous,human,PB1,78,2084.9436371642446,0.03741108325886866
GC,synonymous,human,PB2,197,3544.6433904259993,0.05557681783507263
GC,synonymous,swine,HA,12,277.62544169611306,0.04322370430709704
GC,synonymous,swine,MP,8,140.98569969356487,0.05674334359717442
GC,synonymous,swine,NA,23,251.05128072663743,0.09161474872157312
GC,synonymous,swine,NP,30,248.65060240963854,0.12065122589398199
GC,synonymous,swine,NS,5,64.71017964071856,0.07726759572853627
GC,synonymous,swine,PA,13,209.43296089385476,0.062072368859783664
GC,synonymous,swine,PB1,20,179.1889035667107,0.1116140542293912
GC,synonymous,swine,PB2,10,280.87395696091346,0.035603158470799784
GT,nonsense,all,HA,1,5907.328460278752,0.0001692812591553124
GT,nonsense,all,MP,1,1396.2604698672114,0.0007161987477129557
GT,nonsense,all,NA,3,3202.9863708783005,0.000936625902400378
GT,nonsense,all,NP,0,4649.593708165998,0.0
GT,nonsense,all,NS,85,2083.911377245509,0.040788682728126406
GT,nonsense,all,PA,2,6605.982774674116,0.0003027558605916382
GT,nonsense,all,PB1,6,5027.047996477323,0.0011935434084187116
GT,nonsense,all,PB2,2,6094.768115942029,0.0003281503023500793
GT,nonsense,avian,HA,0,1180.9235483572816,0.0
GT,nonsense,avian,MP,1,500.9683350357508,0.001996134146739308
GT,nonsense,avian,NA,1,608.8145855623258,0.0016425362067769116
GT,nonsense,avian,NP,0,1371.4236947791164,0.0
GT,nonsense,avian,NS,11,691.0359281437126,0.015918130377893122
GT,nonsense,avian,PA,0,1542.3072625698323,0.0
GT,nonsense,avian,PB1,0,1473.7098194627918,0.0
GT,nonsense,avian,PB2,0,1459.8906455862978,0.0
GT,nonsense,human,HA,1,4113.371569997133,0.00024310957154806637
GT,nonsense,human,MP,0,653.5464759959142,0.0
GT,nonsense,human,NA,2,2185.1570364712165,0.0009152660273926013
GT,nonsense,human,NP,0,2723.6111111111113,0.0
GT,nonsense,human,NS,69,1051.4778443113773,0.06562192477311658
GT,nonsense,human,PA,2,4482.506517690876,0.00044617893852618037
GT,nonsense,human,PB1,6,3099.275649493615,0.0019359362246402086
GT,nonsense,human,PB2,2,4101.588493631972,0.0004876159573553398
GT,nonsense,swine,HA,0,446.8244994110718,0.0
GT,nonsense,swine,MP,0,164.12053115423902,0.0
GT,nonsense,swine,NA,0,314.7294130355147,0.0
GT,nonsense,swine,NP,0,365.2824631860776,0.0
GT,nonsense,swine,NS,3,231.21676646706587,0.012974837620295651
GT,nonsense,swine,PA,0,363.915270018622,0.0
GT,nonsense,swine,PB1,0,272.110964332893,0.0
GT,nonsense,swine,PB2,0,341.85331576635923,0.0
GT,nonsynonymous,all,HA,5717,31985.75114852839,0.17873583688726438
GT,nonsynonymous,all,MP,1175,10645.753830439224,0.11037264422180629
GT,nonsynonymous,all,NA,2958,23690.573346946272,0.12485978944791085
GT,nonsynonymous,all,NP,1843,25705.278447121822,0.07169733655253821
GT,nonsynonymous,all,NS,2422,6329.111377245509,0.3826761539870512
GT,nonsynonymous,all,PA,3870,26953.31005586592,0.1435816228870844
GT,nonsynonymous,all,PB1,2670,26321.989431968297,0.10143610181520932
GT,nonsynonymous,all,PB2,3993,36114.32542819499,0.11056554297100633
GT,nonsynonymous,avian,HA,762,6001.404368525641,0.12697028115557554
GT,nonsynonymous,avian,MP,276,3737.524004085802,0.07384567957243383
GT,nonsynonymous,avian,NA,655,4843.161919986997,0.13524222621938656
GT,nonsynonymous,avian,NP,513,7795.719544846051,0.06580534318210016
GT,nonsynonymous,avian,NS,537,2058.875449101796,0.2608219939842749
GT,nonsynonymous,avian,PA,819,6642.298417132216,0.12330069330934995
GT,nonsynonymous,avian,PB1,739,7502.406428885954,0.09850172834607888
GT,nonsynonymous,avian,PB2,860,8456.804128238911,0.10169326224883145
GT,nonsynonymous,human,HA,4384,22948.51850081644,0.19103629717291032
GT,nonsynonymous,human,MP,757,5175.184882533197,0.1462749674035716
GT,nonsynonymous,human,NA,2014,15769.351351298214,0.1277160965681824
GT,nonsynonymous,human,NP,1133,14805.491967871487,0.07652565699665068
GT,nonsynonymous,human,NS,1622,3232.5592814371257,0.5017696069223807
GT,nonsynonymous,human,PA,2784,17841.880353817505,0.1560373651650638
GT,nonsynonymous,human,PB1,1728,16406.63143989432,0.10532326555457325
GT,nonsynonymous,human,PB2,2861,24575.18620992534,0.116418243001736
GT,nonsynonymous,swine,HA,406,2206.6731448763253,0.18398737526791925
GT,nonsynonymous,swine,MP,87,1175.6670071501533,0.0740005456229398
GT,nonsynonymous,swine,NA,189,2371.369159551519,0.07970079194069653
GT,nonsynonymous,swine,NP,112,2047.8206157965194,0.054692290494612744
GT,nonsynonymous,swine,NS,175,713.302994011976,0.24533753744073283
GT,nonsynonymous,swine,PA,145,1550.2527932960893,0.09353313254911572
GT,nonsynonymous,swine,PB1,112,1455.075737560546,0.07697193837330385
GT,nonsynonymous,swine,PB2,160,1973.536231884058,0.08107274516427512
GT,synonymous,all,HA,3621,4513.07967984586,0.8023346044986452
GT,synonymous,all,MP,1248,1252.8140960163432,0.9961573740017367
GT,synonymous,all,NA,2136,2688.0785647837474,0.7946196320239765
GT,synonymous,all,NP,2371,3205.8701472556895,0.7395807974411064
GT,synonymous,all,NS,638,564.6994011976049,1.1298046334863123
GT,synonymous,all,PA,2835,3446.006052141527,0.8226915324882218
GT,synonymous,all,PB1,2637,3412.871862615588,0.7726630550902172
GT,synonymous,all,PB2,4402,5247.347826086957,0.8388999825999055
GT,synonymous,avian,HA,683,912.8239023362792,0.7482275587349669
GT,synonymous,avian,MP,380,483.3524004085802,0.7861758826040465
GT,synonymous,avian,NA,512,626.298459101976,0.8175016121453277
GT,synonymous,avian,NP,694,1115.463186077644,0.6221630697112874
GT,synonymous,avian,NS,228,247.48502994011974,0.9212678441809824
GT,synonymous,avian,PA,753,1008.8701117318436,0.7463795301730045
GT,synonymous,avian,PB1,723,1017.9815059445178,0.7102290127846439
GT,synonymous,avian,PB2,865,1257.110671936759,0.6880857981002927
GT,synonymous,human,HA,2659,3201.4877550343285,0.8305513571990808
GT,synonymous,human,MP,663,562.1246169560776,1.1794537723506324
GT,synonymous,human,NA,1371,1720.9037552851669,0.796674419350555
GT,synonymous,human,NP,1429,1692.3848728246319,0.8443705819793602
GT,synonymous,human,NS,286,214.6694610778443,1.3322807937561718
GT,synonymous,human,PA,1785,2090.8510242085663,0.85371936084048
GT,synonymous,human,PB1,1682,2084.943637164245,0.806736436428424
GT,synonymous,human,PB2,3217,3544.6433904259993,0.9075666140884703
GT,synonymous,swine,HA,199,277.62544169611306,0.716793096426026
GT,synonymous,swine,MP,138,140.98569969356487,0.9788226770512588
GT,synonymous,swine,NA,193,251.05128072663743,0.7687672392723309
GT,synonymous,swine,NP,145,248.65060240963857,0.5831475918209128
GT,synonymous,swine,NS,69,64.71017964071856,1.0662928210538005
GT,synonymous,swine,PA,184,209.43296089385476,0.8785627592461688
GT,synonymous,swine,PB1,135,179.1889035667107,0.7533948660483907
GT,synonymous,swine,PB2,214,280.87395696091346,0.7619075912751154
TA,nonsense,all,HA,2,3442.086490645878,0.0005810429242365486
TA,nonsense,all,MP,0,402.1338100102145,0.0
TA,nonsense,all,NA,5,2484.4864750933134,0.002012488315039915
TA,nonsense,all,NP,0,1190.318607764391,0.0
TA,nonsense,all,NS,0,531.8263473053893,0.0
TA,nonsense,all,PA,2,2747.3947858472998,0.0007279623628546699
TA,nonsense,all,PB1,2,2109.375165125495,0.0009481480739254896
TA,nonsense,all,PB2,1,2594.836627140975,0.00038538071705185274
TA,nonsense,avian,HA,0,673.5456124260285,0.0
TA,nonsense,avian,MP,0,113.09499489274769,0.0
TA,nonsense,avian,NA,2,472.24015263070993,0.004235133308463062
TA,nonsense,avian,NP,0,265.62583668005357,0.0
TA,nonsense,avian,NS,0,139.55808383233534,0.0
TA,nonsense,avian,PA,1,585.4278398510241,0.0017081524518110952
TA,nonsense,avian,PB1,0,547.9643328929986,0.0
TA,nonsense,avian,PB2,0,618.3148880105402,0.0
TA,nonsense,human,HA,1,2381.930302901034,0.00041982756539184457
TA,nonsense,human,MP,0,232.29009193054137,0.0
TA,nonsense,human,NA,1,1679.8216083686941,0.0005953013076020129
TA,nonsense,human,NP,0,789.830655957162,0.0
TA,nonsense,human,NS,0,302.37844311377245,0.0
TA,nonsense,human,PA,1,1939.0721601489759,0.0005157105653681148
TA,nonsense,human,PB1,2,1379.069132540731,0.0014502536187691298
TA,nonsense,human,PB2,1,1755.2033377250768,0.0005697345592426358
TA,nonsense,swine,HA,1,295.8510011778563,0.0033800798240288246
TA,nonsense,swine,MP,0,39.048008171603676,0.0
TA,nonsense,swine,NA,2,264.0137747386416,0.00757536231577267
TA,nonsense,swine,NP,0,95.3908969210174,0.0
TA,nonsense,swine,NS,0,64.26826347305389,0.0
TA,nonsense,swine,PA,0,138.76303538175046,0.0
TA,nonsense,swine,PB1,0,109.68648172611185,0.0
TA,nonsense,swine,PB2,0,141.40272288098376,0.0
TA,nonsynonymous,all,HA,2885,32775.58821009094,0.0880228291101048
TA,nonsynonymous,all,MP,292,7375.594484167518,0.03959002906502092
TA,nonsynonymous,all,NA,1626,22545.49066500627,0.07212085219878482
TA,nonsynonymous,all,NP,570,20789.704819277107,0.02741741669518422
TA,nonsynonymous,all,NS,865,6592.711377245509,0.13120550112136176
TA,nonsynonymous,all,PA,1467,27729.5125698324,0.05290392307854644
TA,nonsynonymous,all,PB1,796,25651.947600176132,0.031030782239494927
TA,nonsynonymous,all,PB2,1186,31559.402283706633,0.037579925923131426
TA,nonsynonymous,avian,HA,591,6159.840420734063,0.0959440439415752
TA,nonsynonymous,avian,MP,69,2512.862104187947,0.02745872918573777
TA,nonsynonymous,avian,NA,267,4467.9779122070095,0.059758576529782406
TA,nonsynonymous,avian,NP,141,6014.870816599732,0.023441899967472406
TA,nonsynonymous,avian,NS,251,2161.820359281437,0.11610585445842936
TA,nonsynonymous,avian,PA,374,6661.9604283054005,0.05613963097273068
TA,nonsynonymous,avian,PB1,183,7158.371202113606,0.02556447477129529
TA,nonsynonymous,avian,PB2,233,7195.29907773386,0.03238225367462873
TA,nonsynonymous,human,HA,1968,23390.07703565326,0.08413824362357582
TA,nonsynonymous,human,MP,191,3626.370786516854,0.05266973821600201
TA,nonsynonymous,human,NA,1165,15095.398637223218,0.07717583536530576
TA,nonsynonymous,human,NP,324,12262.0281124498,0.02642303516422691
TA,nonsynonymous,human,NS,486,3333.8562874251497,0.1457771295760785
TA,nonsynonymous,human,PA,963,18582.182960893853,0.05182383587690588
TA,nonsynonymous,human,PB1,546,16140.86393659181,0.03382718559210465
TA,nonsynonymous,human,PB2,857,21699.378568291613,0.03949421856957221
TA,nonsynonymous,swine,HA,195,2382.585983510012,0.08184384586730722
TA,nonsynonymous,swine,MP,22,859.7436159346272,0.02558902397441335
TA,nonsynonymous,swine,NA,129,2318.803667314779,0.05563213557850914
TA,nonsynonymous,swine,NP,55,1688.6566265060242,0.03257026866012407
TA,nonsynonymous,swine,NS,84,748.7976047904192,0.11217984601260943
TA,nonsynonymous,swine,PA,65,1556.2891061452515,0.041766018757914136
